name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Hanoi,2019-12-01 00:00:00,22.0,22.0,18.0,78.06,0.0,0,,0,0,7.6,6.5,55.0,1017.0,70.0,6.5,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
Hanoi,2019-12-01 01:00:00,21.1,21.1,18.7,85.9,0.0,0,,0,0,6.8,5.4,55.0,1017.4,97.4,9.1,0.0,0.0,0,,Overcast,cloudy,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-12-01 02:00:00,21.0,21.0,18.0,82.99,0.0,0,,0,0,7.9,5.6,65.0,1017.0,89.0,6.5,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
Hanoi,2019-12-01 03:00:00,21.0,21.0,18.0,82.99,0.0,0,,0,0,8.6,7.4,65.0,1017.0,57.5,6.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
Hanoi,2019-12-01 04:00:00,21.5,21.5,18.8,84.71,0.0,0,,0,0,8.6,4.5,85.0,1016.7,83.1,9.1,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,VVNB"
Hanoi,2019-12-01 05:00:00,21.0,21.0,18.0,82.99,0.0,0,,0,0,9.0,7.6,65.0,1017.0,89.0,6.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
Hanoi,2019-12-01 06:00:00,21.0,21.0,18.0,82.99,0.0,0,,0,0,10.1,9.4,70.0,1018.0,69.0,6.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
Hanoi,2019-12-01 07:00:00,21.1,21.1,19.4,90.1,0.0,0,,0,0,11.5,1.2,7.0,1018.3,90.0,9.5,4.1,0.0,0,,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999"
Hanoi,2019-12-01 08:00:00,22.0,22.0,18.0,78.06,0.0,0,,0,0,14.4,12.1,50.0,1019.0,57.5,6.0,16.1,0.1,0,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2019-12-01 09:00:00,22.5,22.5,18.0,75.72,0.0,0,,0,0,19.4,13.9,60.0,1020.0,50.0,7.5,64.1,0.2,1,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2019-12-01 10:00:00,23.7,23.7,18.5,72.67,0.0,0,,0,0,28.1,9.0,65.0,1019.3,90.8,10.0,55.4,0.2,1,,Overcast,cloudy,"48820099999,48823099999,48825099999,VVNB"
Hanoi,2019-12-01 11:00:00,24.5,24.5,18.0,67.12,0.0,0,,0,0,33.1,15.7,50.0,1019.0,37.5,9.5,80.4,0.3,1,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2019-12-01 12:00:00,24.0,24.0,18.0,69.16,0.0,0,,0,0,33.8,16.6,55.0,1018.0,70.0,9.0,123.1,0.4,1,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2019-12-01 13:00:00,24.2,24.2,18.3,69.7,0.0,0,,0,0,33.1,12.8,12.0,1017.2,97.2,9.9,128.4,0.5,1,,Overcast,cloudy,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-12-01 14:00:00,21.5,21.5,15.5,68.67,0.0,0,,0,0,35.3,24.1,50.0,1017.0,69.0,6.5,153.2,0.6,2,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2019-12-01 15:00:00,21.0,21.0,15.0,68.58,0.0,0,,0,0,35.6,26.8,55.0,1018.0,89.0,7.5,139.6,0.5,1,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2019-12-01 16:00:00,21.4,21.4,15.1,67.07,0.0,0,,0,0,34.2,13.6,52.0,1017.8,84.3,10.0,28.1,0.1,0,,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,VVNB"
Hanoi,2019-12-01 17:00:00,19.5,19.5,13.5,68.28,0.0,0,,0,0,28.8,23.2,50.0,1019.0,50.0,10.0,13.3,0.0,0,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2019-12-01 18:00:00,19.0,19.0,12.5,65.98,0.0,0,,0,0,24.8,25.0,50.0,1020.0,94.0,10.0,0.2,0.0,0,,Overcast,cloudy,"48820099999,VVNB"
Hanoi,2019-12-01 19:00:00,19.5,19.5,12.3,63.1,0.109,100,rain,0,0,26.3,14.0,12.0,1020.7,97.7,10.1,0.0,0.0,0,,"Rain, Overcast",rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2019-12-01 20:00:00,18.0,18.0,11.5,65.77,0.0,0,,0,0,44.6,22.3,55.0,1021.0,94.0,10.0,0.0,0.0,0,,Overcast,cloudy,"48820099999,VVNB"
