name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Hanoi,2020-12-04 00:00:00,17.0,17.0,8.0,55.4,0.0,0,,0,0,24.5,13.9,60.0,1023.0,93.7,10.0,0.0,0.0,0,,Overcast,cloudy,"48820099999,VVNB"
Hanoi,2020-12-04 01:00:00,17.5,17.5,8.7,56.33,0.0,0,,0,0,22.7,12.6,339.0,1023.0,76.9,10.1,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2020-12-04 02:00:00,17.0,17.0,7.0,51.75,0.0,0,,0,0,24.1,18.5,45.0,1022.0,25.0,10.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
Hanoi,2020-12-04 03:00:00,16.5,16.5,7.0,53.42,0.0,0,,0,0,25.9,14.8,40.0,1022.0,100.0,10.0,0.0,0.0,0,,Overcast,cloudy,"48820099999,VVNB"
Hanoi,2020-12-04 04:00:00,16.5,16.5,8.1,57.6,0.0,0,,0,0,25.2,9.0,49.0,1022.9,100.0,10.0,0.0,0.0,0,,Overcast,cloudy,"48820099999,48823099999,48825099999,VVNB"
Hanoi,2020-12-04 05:00:00,16.0,16.0,6.0,51.48,0.0,0,,0,0,24.1,12.1,65.0,1023.0,86.9,10.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
Hanoi,2020-12-04 06:00:00,16.0,16.0,7.0,55.14,0.0,0,,0,0,23.0,12.1,75.0,1024.0,89.9,10.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
Hanoi,2020-12-04 07:00:00,15.9,15.9,8.2,60.36,0.0,0,,0,0,22.7,8.4,55.0,1024.2,99.4,10.3,5.5,0.0,0,,Overcast,cloudy,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2020-12-04 08:00:00,16.0,16.0,7.0,55.14,0.0,0,,0,0,23.4,13.9,60.0,1025.0,89.3,10.0,42.7,0.2,0,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2020-12-04 09:00:00,17.5,17.5,7.0,50.14,0.0,0,,0,0,24.1,13.9,45.0,1025.0,85.1,10.0,144.1,0.5,1,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2020-12-04 10:00:00,18.3,18.3,9.2,55.46,0.0,0,,0,0,24.1,13.8,45.0,1025.1,68.4,10.1,221.8,0.8,2,,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,VVNB"
Hanoi,2020-12-04 11:00:00,19.0,19.0,7.0,45.63,0.0,0,,0,0,24.8,15.7,10.0,1024.0,27.5,10.0,355.9,1.3,4,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2020-12-04 12:00:00,19.0,19.0,7.0,45.63,0.0,0,,0,0,25.6,11.2,15.0,1022.0,25.0,10.0,457.8,1.6,5,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2020-12-04 13:00:00,20.2,20.2,9.3,49.55,0.0,0,,0,0,25.6,10.6,326.0,1021.2,75.2,10.3,570.2,2.1,6,,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2020-12-04 14:00:00,20.0,20.0,9.0,49.13,0.0,0,,0,0,21.6,11.2,315.0,1020.0,50.0,10.0,421.3,1.5,4,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2020-12-04 15:00:00,20.0,20.0,9.5,50.81,0.0,0,,0,0,20.2,11.2,295.0,1019.0,69.0,10.0,420.5,1.5,4,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2020-12-04 16:00:00,19.9,19.9,10.8,55.85,0.0,0,,0,0,18.4,5.5,279.0,1019.4,89.3,10.1,251.3,0.9,3,,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,VVNB"
Hanoi,2020-12-04 17:00:00,18.0,18.0,10.0,59.52,0.0,0,,0,0,14.0,12.1,290.0,1020.0,25.0,9.0,73.0,0.3,1,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2020-12-04 18:00:00,18.0,18.0,10.0,59.52,0.0,0,,0,0,7.9,11.2,290.0,1021.0,50.0,10.0,1.4,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
Hanoi,2020-12-04 19:00:00,17.7,17.7,11.9,68.44,0.0,0,,0,0,8.3,9.9,352.0,1021.1,90.9,9.9,0.0,0.0,0,,Overcast,cloudy,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2020-12-04 20:00:00,18.0,18.0,11.0,63.63,0.0,0,,0,0,9.4,5.4,10.0,1022.0,94.0,9.0,0.0,0.0,0,,Overcast,cloudy,"48820099999,VVNB"
Hanoi,2020-12-04 21:00:00,17.5,17.5,8.0,53.68,0.0,0,,0,0,11.9,12.1,85.0,1023.0,100.0,10.0,0.0,0.0,0,,Overcast,cloudy,"48820099999,VVNB"
Hanoi,2020-12-04 22:00:00,17.7,17.7,9.9,60.07,0.0,0,,0,0,16.2,5.7,345.0,1023.0,89.8,10.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,VVNB"
Hanoi,2020-12-04 23:00:00,14.5,14.5,7.0,60.72,0.0,0,,0,0,16.9,8.3,60.0,1023.0,15.0,10.0,0.0,0.0,0,,Clear,clear-night,"48820099999,VVNB"
Hanoi,2020-12-05 00:00:00,14.0,14.0,7.0,62.72,0.0,0,,0,0,16.6,9.4,45.0,1023.0,13.8,10.0,0.0,0.0,0,,Clear,clear-night,"48820099999,VVNB"
Hanoi,2020-12-05 01:00:00,14.9,14.9,7.6,61.69,0.0,0,,0,0,15.1,16.3,48.0,1023.7,11.4,10.1,0.0,0.0,0,,Clear,clear-night,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2020-12-05 02:00:00,13.5,13.5,5.5,58.42,0.0,0,,0,0,17.3,13.0,40.0,1023.0,27.6,10.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
Hanoi,2020-12-05 03:00:00,13.0,13.0,5.5,60.36,0.0,0,,0,0,16.2,12.1,40.0,1023.0,50.0,10.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
Hanoi,2020-12-05 04:00:00,14.4,14.4,6.9,60.44,0.0,0,,0,0,14.8,6.8,49.0,1023.4,90.9,10.0,0.0,0.0,0,,Overcast,cloudy,"48820099999,48823099999,48825099999,VVNB"
Hanoi,2020-12-05 05:00:00,14.0,14.0,5.0,54.62,0.0,0,,0,0,13.3,13.9,45.0,1024.0,100.0,10.0,0.0,0.0,0,,Overcast,cloudy,"48820099999,VVNB"
Hanoi,2020-12-05 06:00:00,14.0,14.0,5.0,54.62,0.0,0,,0,0,10.8,14.8,50.0,1024.0,100.0,10.0,0.0,0.0,0,,Overcast,cloudy,"48820099999,VVNB"
Hanoi,2020-12-05 07:00:00,14.1,14.1,7.1,62.69,0.0,0,,0,0,11.2,12.0,341.0,1024.9,91.1,10.3,18.4,0.1,0,,Overcast,cloudy,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2020-12-05 08:00:00,14.0,14.0,5.5,56.56,0.0,0,,0,0,18.4,19.4,55.0,1026.0,67.1,10.0,140.0,0.5,1,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2020-12-05 09:00:00,15.0,15.0,4.5,49.45,0.0,0,,0,0,23.4,20.5,45.0,1026.0,58.3,10.0,311.2,1.1,3,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2020-12-05 10:00:00,15.9,15.9,7.2,56.1,0.0,0,,0,0,24.1,12.9,335.0,1025.8,90.0,10.1,490.7,1.8,5,,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,VVNB"
Hanoi,2020-12-05 11:00:00,17.0,17.0,6.0,48.31,0.0,0,,0,0,24.1,16.6,25.0,1024.0,52.2,10.0,597.0,2.1,6,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2020-12-05 12:00:00,17.5,17.5,6.0,46.8,0.0,0,,0,0,23.4,13.9,30.0,1022.0,40.1,10.0,625.0,2.3,6,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2020-12-05 13:00:00,19.0,19.0,7.5,47.05,0.0,0,,0,0,22.0,13.6,43.0,1021.6,0.0,17.9,659.5,2.4,7,,Clear,clear-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2020-12-05 14:00:00,19.0,19.0,6.5,44.09,0.0,0,,0,0,18.7,8.5,10.0,1020.0,7.3,10.0,550.7,2.0,6,,Clear,clear-day,"48820099999,VVNB"
Hanoi,2020-12-05 15:00:00,20.0,20.0,7.0,42.88,0.0,0,,0,0,17.3,6.5,356.3,1020.0,6.0,10.0,434.0,1.6,4,,Clear,clear-day,"48820099999,VVNB"
Hanoi,2020-12-05 16:00:00,19.5,19.5,8.5,48.79,0.0,0,,0,0,15.1,7.0,4.0,1020.0,0.0,10.1,283.8,1.0,3,,Clear,clear-day,"48820099999,48823099999,48825099999,VVNB"
Hanoi,2020-12-05 17:00:00,18.0,18.0,7.5,50.27,0.0,0,,0,0,10.8,5.4,20.0,1020.0,0.0,8.0,97.3,0.4,1,,Clear,clear-day,"48820099999,VVNB"
Hanoi,2020-12-05 18:00:00,16.5,16.5,8.5,59.16,0.0,0,,0,0,8.6,4.5,345.0,1021.0,0.0,7.5,1.5,0.0,0,,Clear,clear-night,"48820099999,VVNB"
Hanoi,2020-12-05 19:00:00,15.6,15.6,10.0,69.45,0.0,0,,0,0,9.4,3.8,360.0,1021.1,0.0,9.6,0.0,0.0,0,,Clear,clear-night,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2020-12-05 20:00:00,15.0,15.0,9.5,69.66,0.0,0,,0,0,10.1,4.5,10.0,1022.0,2.0,8.5,0.0,0.0,0,,Clear,clear-night,"48820099999,VVNB"
Hanoi,2020-12-05 21:00:00,15.0,15.0,9.0,67.36,0.0,0,,0,0,10.4,6.5,5.0,1022.0,0.2,10.0,0.0,0.0,0,,Clear,clear-night,"48820099999,VVNB"
Hanoi,2020-12-05 22:00:00,14.3,14.3,11.4,82.65,0.0,0,,0,0,10.1,1.9,360.0,1022.9,0.0,10.0,0.0,0.0,0,,Clear,clear-night,"48820099999,48823099999,48825099999,VVNB"
Hanoi,2020-12-05 23:00:00,14.0,14.0,8.0,67.15,0.0,0,,0,0,10.4,5.4,15.0,1022.0,2.5,10.0,0.0,0.0,0,,Clear,clear-night,"48820099999,VVNB"
Hanoi,2020-12-06 00:00:00,13.5,13.5,8.0,69.36,0.0,0,,0,0,10.1,4.5,60.0,1022.0,0.0,10.0,0.0,0.0,0,,Clear,clear-night,"48820099999,VVNB"
Hanoi,2020-12-06 01:00:00,12.7,12.7,10.1,84.44,0.0,0,,0,0,9.0,3.6,347.0,1022.1,0.0,10.1,0.0,0.0,0,,Clear,clear-night,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2020-12-06 02:00:00,12.0,12.0,8.0,76.52,0.0,0,,0,0,8.6,3.6,70.0,1021.0,1.0,10.0,0.0,0.0,0,,Clear,clear-night,"48820099999,VVNB"
Hanoi,2020-12-06 03:00:00,12.0,12.0,8.5,79.16,0.0,0,,0,0,8.6,4.5,5.0,1021.0,1.6,10.0,0.0,0.0,0,,Clear,clear-night,"48820099999,VVNB"
Hanoi,2020-12-06 04:00:00,11.4,11.4,9.8,90.16,0.0,0,,0,0,9.4,0.8,11.0,1021.1,0.0,10.0,0.0,0.0,0,,Clear,clear-night,"48820099999,48823099999,48825099999,VVNB"
Hanoi,2020-12-06 05:00:00,11.0,11.0,8.5,84.57,0.0,0,,0,0,9.7,5.4,85.0,1021.0,0.0,9.0,0.0,0.0,0,,Clear,clear-night,"48820099999,VVNB"
Hanoi,2020-12-06 06:00:00,11.0,11.0,9.5,90.47,0.0,0,,0,0,9.4,1.8,50.0,1022.0,0.0,6.5,0.0,0.0,0,,Clear,clear-night,"48820099999,VVNB"
Hanoi,2020-12-06 07:00:00,11.5,11.5,10.7,94.83,0.0,0,,0,0,9.4,1.1,1.0,1022.7,0.0,5.0,18.6,0.1,0,,Clear,clear-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2020-12-06 08:00:00,14.5,14.5,8.5,67.25,0.0,0,,0,0,12.6,5.6,30.0,1023.0,1.2,9.5,163.7,0.6,2,,Clear,clear-day,"48820099999,VVNB"
Hanoi,2020-12-06 09:00:00,16.5,16.5,7.5,55.27,0.0,0,,0,0,16.2,10.3,55.0,1023.0,1.4,10.0,362.8,1.3,4,,Clear,clear-day,"48820099999,VVNB"
Hanoi,2020-12-06 10:00:00,17.5,17.5,9.2,58.03,0.0,0,,0,0,17.3,4.7,50.0,1023.2,0.0,10.1,542.4,2.0,5,,Clear,clear-day,"48820099999,48823099999,48825099999,VVNB"
Hanoi,2020-12-06 11:00:00,19.0,19.0,7.5,47.22,0.0,0,,0,0,17.3,8.5,80.0,1022.0,2.6,10.0,643.4,2.3,6,,Clear,clear-day,"48820099999,VVNB"
Hanoi,2020-12-06 12:00:00,20.0,20.0,8.0,45.91,0.0,0,,0,0,16.6,8.3,130.0,1020.0,0.4,10.0,711.5,2.6,7,,Clear,clear-day,"48820099999,VVNB"
Hanoi,2020-12-06 13:00:00,21.1,21.1,9.8,48.28,0.0,0,,0,0,15.5,10.4,138.0,1019.0,0.2,17.9,708.3,2.5,7,,Clear,clear-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2020-12-06 14:00:00,21.5,21.5,7.5,40.46,0.0,0,,0,0,15.5,6.5,175.0,1018.0,5.2,10.0,606.9,2.2,6,,Clear,clear-day,"48820099999,VVNB"
Hanoi,2020-12-06 15:00:00,22.0,22.0,8.0,40.6,0.0,0,,0,0,15.1,7.6,140.0,1017.0,1.9,10.0,474.4,1.7,5,,Clear,clear-day,"48820099999,VVNB"
Hanoi,2020-12-06 16:00:00,21.9,21.9,9.3,44.68,0.0,0,,0,0,14.8,10.0,146.0,1017.4,0.5,17.8,282.6,1.0,3,,Clear,clear-day,"48820099999,48823099999,48825099999,VVNB"
Hanoi,2020-12-06 17:00:00,21.0,21.0,8.0,43.17,0.0,0,,0,0,10.4,7.6,160.0,1018.0,0.0,9.5,95.7,0.3,1,,Clear,clear-day,"48820099999,VVNB"
Hanoi,2020-12-06 18:00:00,19.5,19.5,9.0,50.68,0.0,0,,0,0,5.4,7.6,135.0,1018.0,0.0,8.0,1.6,0.0,0,,Clear,clear-night,"48820099999,VVNB"
Hanoi,2020-12-06 19:00:00,18.3,18.3,11.2,63.17,0.0,0,,0,0,7.6,1.3,11.0,1018.7,0.5,16.7,0.0,0.0,0,,Clear,clear-night,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2020-12-06 20:00:00,16.0,16.0,11.0,72.22,0.0,0,,0,0,10.4,7.4,55.0,1020.0,0.0,5.5,0.0,0.0,0,,Clear,clear-night,"48820099999,VVNB"
Hanoi,2020-12-06 21:00:00,17.0,17.0,11.0,67.77,0.0,0,,0,0,11.2,7.6,75.0,1020.0,0.0,5.5,0.0,0.0,0,,Clear,clear-night,"48820099999,VVNB"
Hanoi,2020-12-06 22:00:00,17.0,17.0,14.0,82.29,0.0,0,,0,0,11.2,4.5,128.0,1020.8,0.5,8.9,0.0,0.0,0,,Clear,clear-night,"48820099999,48823099999,48825099999,VVNB"
Hanoi,2020-12-06 23:00:00,16.0,16.0,11.5,74.65,0.0,0,,0,0,10.8,7.6,90.0,1021.0,0.0,5.0,0.0,0.0,0,,Clear,clear-night,"48820099999,VVNB"
Hanoi,2020-12-07 00:00:00,16.0,16.0,12.0,77.16,0.0,0,,0,0,10.8,6.5,95.0,1021.0,50.0,4.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
Hanoi,2020-12-07 01:00:00,15.4,15.4,13.8,90.46,0.0,0,,0,0,9.7,1.0,5.0,1021.0,19.5,8.9,0.0,0.0,0,,Clear,clear-night,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2020-12-07 02:00:00,15.5,15.5,12.0,79.66,0.0,0,,0,0,7.9,5.6,70.0,1021.0,69.0,4.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
Hanoi,2020-12-07 03:00:00,16.0,16.0,12.0,77.16,0.0,0,,0,0,7.6,9.4,75.0,1021.0,89.0,5.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
Hanoi,2020-12-07 04:00:00,15.1,15.1,14.1,93.72,0.0,0,,0,0,8.3,1.9,14.0,1021.3,89.8,8.9,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,VVNB"
Hanoi,2020-12-07 05:00:00,15.5,15.5,11.0,74.56,0.0,0,,0,0,9.0,5.6,20.0,1022.0,89.0,5.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
Hanoi,2020-12-07 06:00:00,16.0,16.0,9.5,65.34,0.0,0,,0,0,9.7,12.1,40.0,1023.0,89.0,7.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
Hanoi,2020-12-07 07:00:00,16.6,16.6,11.4,71.32,0.0,0,,0,0,11.2,10.8,337.0,1023.2,89.1,9.7,17.4,0.1,0,,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2020-12-07 08:00:00,17.0,17.0,8.0,55.4,0.0,0,,0,0,15.8,14.8,35.0,1024.0,89.0,9.0,155.5,0.6,2,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2020-12-07 09:00:00,18.5,18.5,8.0,50.41,0.0,0,,0,0,19.8,15.7,25.0,1025.0,44.0,9.0,313.4,1.1,3,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2020-12-07 10:00:00,19.4,19.4,8.9,50.52,0.0,0,,0,0,24.1,12.1,333.0,1024.4,0.0,10.0,493.0,1.8,5,,Clear,clear-day,"48820099999,48823099999,48825099999,VVNB"
Hanoi,2020-12-07 11:00:00,20.5,20.5,7.5,43.03,0.0,0,,0,0,25.9,13.9,15.0,1023.0,11.0,10.0,642.2,2.3,6,,Clear,clear-day,"48820099999,VVNB"
Hanoi,2020-12-07 12:00:00,21.5,21.5,8.0,41.86,0.0,0,,0,0,26.6,11.2,20.0,1022.0,12.6,10.0,668.5,2.4,7,,Clear,clear-day,"48820099999,VVNB"
Hanoi,2020-12-07 13:00:00,22.1,22.1,8.6,42.03,0.0,0,,0,0,27.0,11.1,330.0,1020.8,0.7,17.9,649.3,2.3,6,,Clear,clear-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2020-12-07 14:00:00,23.0,23.0,8.5,39.53,0.0,0,,0,0,24.1,9.4,5.0,1020.0,25.0,10.0,522.2,1.9,5,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2020-12-07 15:00:00,21.0,21.0,12.0,56.41,0.0,0,,0,0,23.4,15.7,305.0,1020.0,27.5,6.5,395.4,1.4,4,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2020-12-07 16:00:00,21.1,21.1,12.6,58.66,0.0,0,,0,0,20.9,11.1,348.0,1020.0,83.6,9.2,254.1,0.9,3,,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,VVNB"
Hanoi,2020-12-07 17:00:00,20.0,20.0,12.0,60.0,0.0,0,,0,0,16.6,13.9,295.0,1020.0,0.0,5.5,78.0,0.3,1,,Clear,clear-day,"48820099999,VVNB"
Hanoi,2020-12-07 18:00:00,19.0,19.0,12.0,63.85,0.0,0,,0,0,10.1,15.7,305.0,1021.0,0.0,7.0,1.4,0.0,0,,Clear,clear-night,"48820099999,VVNB"
