name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Hanoi,2017-12-31 00:00:00,17.0,17.0,10.5,65.55,0.0,0,,0.0,0.0,20.2,14.8,10.0,1024.0,100.0,10.0,0.0,0.0,0.0,,Overcast,cloudy,"48820099999,VVNB"
Hanoi,2017-12-31 01:00:00,17.0,17.0,10.7,66.28,0.002,100,rain,0.0,0.0,20.2,11.2,4.0,1023.8,100.0,10.0,0.0,0.0,0.0,,"Rain, Overcast",rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2017-12-31 02:00:00,17.0,17.0,10.0,63.4,0.0,0,,0.0,0.0,20.5,13.9,10.0,1024.0,100.0,10.0,0.0,0.0,0.0,,Overcast,cloudy,"48820099999,VVNB"
Hanoi,2017-12-31 03:00:00,17.0,17.0,10.0,63.4,0.0,0,,0.0,0.0,21.2,12.1,5.0,1023.0,100.0,10.0,0.0,0.0,0.0,,Overcast,cloudy,"48820099999,VVNB"
Hanoi,2017-12-31 04:00:00,16.7,16.7,10.6,67.26,0.0,0,,0.0,0.0,21.6,10.8,1.0,1023.2,100.0,10.0,0.0,0.0,0.0,,Overcast,cloudy,"48820099999,48823099999,48825099999"
Hanoi,2017-12-31 05:00:00,17.0,17.0,10.0,63.4,0.0,0,,0.0,0.0,21.2,13.0,360.0,1023.0,100.0,10.0,0.0,0.0,0.0,,Overcast,cloudy,"48820099999,VVNB"
Hanoi,2017-12-31 06:00:00,17.0,17.0,10.0,63.4,0.0,0,,0.0,0.0,20.9,12.1,5.0,1024.0,100.0,10.0,0.0,0.0,0.0,,Overcast,cloudy,"48820099999,VVNB"
Hanoi,2017-12-31 07:00:00,16.3,16.3,12.3,77.15,0.0,0,,0.0,0.0,19.1,8.2,330.0,1024.2,97.2,10.1,1.0,0.0,0.0,,Overcast,cloudy,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2017-12-31 08:00:00,17.0,17.0,9.0,59.28,0.0,0,,0.0,0.0,18.0,13.9,360.0,1025.0,89.0,10.0,17.1,0.1,0.0,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2017-12-31 09:00:00,17.0,17.0,9.0,59.28,0.0,0,,0.0,0.0,17.6,14.8,360.0,1025.0,89.0,10.0,51.2,0.2,1.0,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2017-12-31 10:00:00,18.0,18.0,9.6,58.03,0.0,0,,0.0,0.0,22.3,11.5,349.0,1025.1,97.6,10.1,101.8,0.4,1.0,,Overcast,cloudy,"48820099999,48823099999,48825099999,VVNB"
Hanoi,2017-12-31 11:00:00,18.0,18.0,9.0,55.66,0.0,0,,0.0,0.0,24.5,13.0,5.0,1024.0,89.0,10.0,212.9,0.8,2.0,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2017-12-31 12:00:00,18.5,18.5,10.0,57.68,0.0,0,,0.0,0.0,24.5,13.9,15.0,1022.0,88.0,10.0,158.1,0.6,2.0,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2017-12-31 13:00:00,19.5,19.5,9.9,53.86,0.0,0,,0.0,0.0,23.0,8.1,5.0,1021.4,89.8,10.2,205.1,0.7,2.0,,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2017-12-31 14:00:00,19.0,19.0,10.0,55.91,0.0,0,,0.0,0.0,20.5,11.2,30.0,1020.0,90.0,10.0,203.7,0.7,2.0,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2017-12-31 15:00:00,19.0,19.0,10.0,55.91,0.0,0,,0.0,0.0,19.8,10.3,20.0,1019.0,89.0,10.0,126.5,0.5,1.0,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2017-12-31 16:00:00,19.1,19.1,10.2,56.19,0.0,0,,0.0,0.0,17.6,4.2,345.0,1019.4,97.6,10.1,95.7,0.3,1.0,,Overcast,cloudy,"48820099999,48823099999,48825099999,VVNB"
Hanoi,2017-12-31 17:00:00,18.0,18.0,11.0,63.63,0.0,0,,0.0,0.0,15.1,3.6,331.4,1019.0,89.0,10.0,43.3,0.2,0.0,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2017-12-31 18:00:00,18.0,18.0,11.0,63.63,0.0,0,,0.0,0.0,9.4,4.5,310.0,1020.0,95.2,10.0,3.0,0.0,0.0,,Overcast,cloudy,"48820099999,VVNB"
Hanoi,2017-12-31 19:00:00,17.9,17.9,13.0,73.04,0.0,0,,0.0,0.0,4.7,3.6,325.0,1020.1,98.8,9.7,0.0,0.0,0.0,,Overcast,cloudy,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2017-12-31 20:00:00,17.0,17.0,12.0,72.4,0.0,0,,0.0,0.0,4.3,5.4,320.0,1021.0,89.0,9.0,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
