name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Hanoi,2022-12-12 00:00:00,18.0,18.0,11.0,63.63,0.0,0,,0,0,12.6,6.5,40.0,1018.0,100.0,10.0,0.0,0.0,0,,Overcast,cloudy,"48820099999,VVNB"
Hanoi,2022-12-12 01:00:00,17.7,17.7,11.8,68.29,0.0,0,,0,0,14.0,1.0,15.0,1018.8,100.0,10.1,0.0,0.0,0,,Overcast,cloudy,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-12-12 02:00:00,17.5,17.5,11.5,67.87,0.0,0,,0,0,10.8,3.6,358.7,1019.0,100.0,10.0,0.0,0.0,0,,Overcast,cloudy,"48820099999,VVNB"
Hanoi,2022-12-12 03:00:00,17.5,17.5,11.0,65.66,0.0,0,,0,0,13.3,6.5,335.0,1019.0,100.0,10.0,0.0,0.0,0,,Overcast,cloudy,"48820099999,VVNB"
Hanoi,2022-12-12 04:00:00,17.5,17.5,11.6,68.09,0.0,0,,0,0,14.0,3.6,357.0,1019.0,100.0,10.0,0.0,0.0,0,,Overcast,cloudy,"48820099999,48823099999,48825099999,VVNB"
Hanoi,2022-12-12 05:00:00,17.5,17.5,10.5,63.51,0.0,0,,0,0,14.8,6.5,355.0,1020.0,99.5,10.0,0.0,0.0,0,,Overcast,cloudy,"48820099999,VVNB"
Hanoi,2022-12-12 06:00:00,18.0,18.0,10.0,59.52,0.0,0,,0,0,16.2,8.5,10.0,1020.5,95.2,10.0,0.0,0.0,0,,Overcast,cloudy,"48820099999,VVNB"
Hanoi,2022-12-12 07:00:00,17.6,17.6,12.9,74.01,0.0,0,,0,0,16.6,4.0,2.0,1021.6,99.8,10.1,5.4,0.0,0,,Overcast,cloudy,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-12-12 08:00:00,18.0,18.0,8.5,53.81,0.0,0,,0,0,19.4,7.6,360.0,1022.5,51.7,10.0,65.5,0.2,1,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2022-12-12 09:00:00,18.0,18.0,8.0,52.01,0.0,0,,0,0,28.1,12.1,5.0,1023.0,43.9,10.0,242.4,0.9,2,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2022-12-12 10:00:00,19.3,19.3,6.7,43.91,0.0,0,,0,0,29.9,11.7,343.0,1023.4,99.8,10.1,391.0,1.4,4,,Overcast,cloudy,"48820099999,48823099999,48825099999,VVNB"
Hanoi,2022-12-12 11:00:00,20.0,20.0,7.5,44.38,0.0,0,,0,0,29.9,17.5,15.0,1022.5,40.5,10.0,506.2,1.8,5,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2022-12-12 12:00:00,21.0,21.0,7.0,40.32,0.0,0,,0,0,37.1,20.3,360.0,1021.5,41.0,10.0,524.2,1.9,5,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2022-12-12 13:00:00,21.6,21.6,6.7,37.96,0.0,0,,0,0,27.0,8.6,331.0,1019.7,30.2,10.3,594.9,2.1,6,,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-12-12 14:00:00,22.0,22.0,8.5,42.0,0.0,0,,0,0,25.6,12.1,340.0,1019.0,28.8,10.0,491.9,1.8,5,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2022-12-12 15:00:00,22.0,22.0,8.5,42.0,0.0,0,,0,0,23.4,10.3,335.0,1018.0,30.4,10.0,351.3,1.3,4,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2022-12-12 16:00:00,21.6,21.6,7.8,41.06,0.0,0,,0,0,19.8,7.5,274.0,1018.1,0.0,10.1,209.4,0.8,2,,Clear,clear-day,"48820099999,48823099999,48825099999,VVNB"
Hanoi,2022-12-12 17:00:00,19.5,19.5,10.0,54.2,0.0,0,,0,0,12.6,8.5,300.0,1018.0,30.7,10.0,74.4,0.3,1,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2022-12-12 18:00:00,18.5,18.5,10.5,59.64,0.0,0,,0,0,6.5,6.5,300.0,1019.0,0.0,7.5,1.9,0.0,0,,Clear,clear-night,"48820099999,VVNB"
Hanoi,2022-12-12 19:00:00,16.7,16.7,11.8,73.0,0.0,0,,0,0,6.5,3.8,276.0,1019.1,0.5,8.9,0.0,0.0,0,,Clear,clear-night,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-12-12 20:00:00,16.5,16.5,11.5,72.31,0.0,0,,0,0,6.8,6.5,340.0,1020.0,0.0,5.0,0.0,0.0,0,,Clear,clear-night,"48820099999,VVNB"
Hanoi,2022-12-12 21:00:00,16.5,16.5,11.0,69.96,0.0,0,,0,0,9.0,6.5,75.0,1020.0,0.0,5.5,0.0,0.0,0,,Clear,clear-night,"48820099999,VVNB"
Hanoi,2022-12-12 22:00:00,15.2,15.2,12.7,84.85,0.0,0,,0,0,11.9,1.5,40.0,1020.4,0.0,9.0,0.0,0.0,0,,Clear,clear-night,"48820099999,48823099999,48825099999,VVNB"
Hanoi,2022-12-12 23:00:00,16.0,16.0,11.0,72.22,0.0,0,,0,0,11.9,5.4,60.0,1020.5,0.0,6.0,0.0,0.0,0,,Clear,clear-night,"48820099999,VVNB"
Hanoi,2022-12-13 00:00:00,15.0,15.0,10.0,72.03,0.0,0,,0,0,11.9,5.4,70.0,1020.0,0.0,6.0,0.0,0.0,0,,Clear,clear-night,"48820099999,VVNB"
Hanoi,2022-12-13 01:00:00,14.4,14.4,12.5,88.39,0.0,0,,0,0,11.5,2.3,71.0,1020.2,79.1,9.4,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,48831099999,VVNB"
