name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations,tempmax,tempmin,feelslikemax,feelslikemin,precipcover,sunrise,sunset,moonphase,description
Hanoi,2018-12-17 05:00:00,15.0,15.0,9.0,67.36,0.0,0,,0,0,9.4,9.4,345.0,1024.0,5.0,10.0,0.0,0.0,0,,Clear,clear-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-17 06:00:00,15.5,15.5,8.0,60.96,0.0,0,,0,0,9.4,6.5,360.0,1025.0,7.2,10.0,0.0,0.0,0,,Clear,clear-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-17 07:00:00,16.0,16.0,8.5,61.08,0.0,0,,0,0,9.4,6.5,15.0,1025.0,20.7,10.0,11.9,0.0,0,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-17 08:00:00,17.5,17.5,9.5,59.4,0.0,0,,0,0,14.4,4.5,350.0,1026.0,10.7,9.0,136.4,0.5,1,,Clear,clear-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-17 09:00:00,19.0,19.0,9.0,52.28,0.0,0,,0,0,18.4,13.9,5.0,1026.0,8.2,10.0,333.5,1.2,3,,Clear,clear-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-17 10:00:00,20.0,20.0,8.3,46.76,0.0,0,,0,0,25.9,6.7,346.0,1026.1,0.0,10.0,494.2,1.8,5,,Clear,clear-day,"48820099999,48823099999,48825099999,VVNB",,,,,,,,,
Hanoi,2018-12-17 11:00:00,20.5,20.5,9.0,47.63,0.0,0,,0,0,27.7,13.9,20.0,1024.0,10.4,10.0,635.0,2.3,6,,Clear,clear-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-17 12:00:00,21.0,21.0,9.0,46.19,0.0,0,,0,0,27.4,11.2,15.0,1023.0,6.9,10.0,688.9,2.5,7,,Clear,clear-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-17 13:00:00,22.0,22.0,7.8,39.88,0.0,0,,0,0,25.9,5.1,350.0,1021.9,0.5,17.9,667.3,2.4,7,,Clear,clear-day,"48820099999,48823099999,48825099999,48831099999,VVNB",,,,,,,,,
Hanoi,2018-12-17 14:00:00,23.0,23.0,10.0,43.73,0.0,0,,0,0,22.7,9.4,40.0,1020.0,7.6,10.0,594.6,2.1,6,,Clear,clear-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-17 15:00:00,22.5,22.5,11.0,48.18,0.0,0,,0,0,21.2,5.4,340.0,1020.0,6.0,10.0,460.7,1.7,5,,Clear,clear-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-17 16:00:00,22.4,22.4,9.6,44.12,0.0,0,,0,0,18.4,4.5,262.0,1020.2,0.0,17.8,285.9,1.0,3,,Clear,clear-day,"48820099999,48823099999,48825099999,VVNB",,,,,,,,,
Hanoi,2018-12-17 17:00:00,19.5,19.5,12.0,61.89,0.0,0,,0,0,12.6,10.3,300.0,1021.0,0.0,7.5,102.9,0.4,1,,Clear,clear-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-17 18:00:00,18.0,18.0,11.0,63.63,0.0,0,,0,0,6.5,10.3,290.0,1022.0,0.0,8.5,2.7,0.0,0,,Clear,clear-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-17 19:00:00,19.2,19.2,12.0,63.26,0.0,0,,0,0,7.2,2.3,347.0,1022.0,0.0,17.2,0.0,0.0,0,,Clear,clear-night,"48820099999,48823099999,48825099999,48831099999,VVNB",,,,,,,,,
Hanoi,2018-12-17 20:00:00,17.0,17.0,12.0,72.4,0.0,0,,0,0,8.3,7.6,310.0,1023.0,0.0,6.5,0.0,0.0,0,,Clear,clear-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-17 21:00:00,17.0,17.0,11.0,67.77,0.0,0,,0,0,8.6,8.5,310.0,1023.0,0.0,9.0,0.0,0.0,0,,Clear,clear-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-17 22:00:00,16.4,16.4,13.0,80.21,0.0,0,,0,0,9.0,4.3,293.0,1022.9,0.0,17.4,0.0,0.0,0,,Clear,clear-night,"48820099999,48823099999,48825099999,VVNB",,,,,,,,,
Hanoi,2018-12-17 23:00:00,15.0,15.0,11.0,77.0,0.0,0,,0,0,9.0,4.5,80.0,1023.0,0.0,7.0,0.0,0.0,0,,Clear,clear-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-18 00:00:00,15.0,15.0,11.5,79.59,0.0,0,,0,0,9.4,7.6,50.0,1022.0,0.0,6.5,0.0,0.0,0,,Clear,clear-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-18 01:00:00,14.7,14.7,12.7,87.56,0.0,0,,0,0,9.7,0.9,11.0,1022.3,0.0,17.1,0.0,0.0,0,,Clear,clear-night,"48820099999,48823099999,48825099999,48831099999,VVNB",,,,,,,,,
Hanoi,2018-12-18 02:00:00,15.0,15.0,10.0,72.03,0.0,0,,0,0,9.7,2.7,351.5,1021.0,0.0,7.5,0.0,0.0,0,,Clear,clear-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-18 03:00:00,14.0,14.0,11.5,84.9,0.0,0,,0,0,9.4,3.6,340.0,1021.0,0.0,7.5,0.0,0.0,0,,Clear,clear-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-18 04:00:00,14.1,14.1,12.8,91.75,0.0,0,,0,0,9.7,0.6,351.0,1021.1,0.0,4.9,0.0,0.0,0,,Clear,clear-night,"48820099999,48823099999,48825099999,VVNB",,,,,,,,,
Hanoi,2018-12-18 05:00:00,13.0,13.0,12.0,93.65,0.0,0,,0,0,9.0,0.9,357.6,1021.0,0.0,6.5,0.0,0.0,0,,Clear,clear-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-18 06:00:00,13.0,13.0,12.0,93.65,0.0,0,,0,0,7.9,1.8,325.0,1022.0,0.0,6.0,0.0,0.0,0,,Clear,clear-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-18 07:00:00,13.5,13.5,12.8,95.29,0.0,0,,0,0,7.6,1.1,349.0,1022.6,0.5,3.9,11.6,0.0,0,,Clear,clear-day,"48820099999,48823099999,48825099999,48831099999,VVNB",,,,,,,,,
Hanoi,2018-12-18 08:00:00,15.0,15.0,13.0,87.84,0.0,0,,0,0,10.8,4.5,340.0,1023.0,0.0,5.0,145.0,0.5,1,,Clear,clear-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-18 09:00:00,17.5,17.5,13.0,74.9,0.0,0,,0,0,11.9,1.8,18.6,1023.0,0.0,6.0,305.7,1.1,3,,Clear,clear-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-18 10:00:00,19.6,19.6,12.7,64.28,0.0,0,,0,0,13.7,1.2,3.0,1023.3,0.0,10.0,514.2,1.9,5,,Clear,clear-day,"48820099999,48823099999,48825099999,VVNB",,,,,,,,,
Hanoi,2018-12-18 11:00:00,21.0,21.0,10.5,51.08,0.0,0,,0,0,14.0,6.5,40.0,1022.0,0.0,10.0,639.2,2.3,6,,Clear,clear-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-18 12:00:00,22.0,22.0,10.0,46.47,0.0,0,,0,0,14.4,8.5,125.0,1020.0,0.0,10.0,701.3,2.5,7,,Clear,clear-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-18 13:00:00,22.2,22.2,10.6,47.92,0.0,0,,0,0,15.1,3.9,34.0,1019.3,0.9,10.3,685.6,2.5,7,,Clear,clear-day,"48820099999,48823099999,48825099999,48831099999,VVNB",,,,,,,,,
Hanoi,2018-12-18 14:00:00,23.0,23.0,11.0,46.74,0.0,0,,0,0,14.0,5.6,130.0,1018.0,3.9,10.0,576.7,2.1,6,,Clear,clear-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-18 15:00:00,23.0,23.0,11.0,46.74,0.0,0,,0,0,13.7,6.5,85.0,1018.0,17.4,10.0,475.6,1.7,5,,Clear,clear-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-18 16:00:00,23.0,23.0,10.5,45.31,0.0,0,,0,0,13.0,4.1,27.0,1017.8,0.5,10.1,281.1,1.0,3,,Clear,clear-day,"48820099999,48823099999,48825099999,VVNB",,,,,,,,,
Hanoi,2018-12-18 17:00:00,20.5,20.5,11.0,54.45,0.0,0,,0,0,10.4,6.5,65.0,1018.0,0.0,8.5,92.1,0.3,1,,Clear,clear-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-18 18:00:00,19.5,19.5,11.0,57.93,0.0,0,,0,0,9.4,6.5,95.0,1019.0,30.0,6.5,2.4,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-18 19:00:00,19.3,19.3,12.6,65.31,0.0,0,,0,0,13.3,3.8,106.0,1019.3,4.3,9.0,0.0,0.0,0,,Clear,clear-night,"48820099999,48823099999,48825099999,48831099999,VVNB",,,,,,,,,
Hanoi,2018-12-18 20:00:00,19.0,19.0,12.0,63.85,0.0,0,,0,0,15.8,12.1,130.0,1020.0,12.5,5.5,0.0,0.0,0,,Clear,clear-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-18 21:00:00,18.0,18.0,12.0,67.97,0.0,0,,0,0,18.0,9.4,140.0,1020.0,0.0,6.0,0.0,0.0,0,,Clear,clear-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-18 22:00:00,17.9,17.9,14.7,81.39,0.0,0,,0,0,17.6,4.4,135.0,1020.4,1.2,9.1,0.0,0.0,0,,Clear,clear-night,"48820099999,48823099999,48825099999,VVNB",,,,,,,,,
Hanoi,2018-12-18 23:00:00,17.5,17.5,13.0,74.9,0.0,0,,0,0,15.5,5.4,130.0,1020.0,0.0,5.5,0.0,0.0,0,,Clear,clear-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-19 00:00:00,16.0,16.0,14.5,90.82,0.0,0,,0,0,12.6,3.6,155.4,1020.0,0.0,4.0,0.0,0.0,0,,Clear,clear-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-19 01:00:00,16.8,16.8,15.1,90.15,0.0,0,,0,0,10.1,1.2,12.0,1019.4,6.0,8.9,0.0,0.0,0,,Clear,clear-night,"48820099999,48823099999,48825099999,48831099999,VVNB",,,,,,,,,
Hanoi,2018-12-19 02:00:00,16.0,16.0,15.0,93.79,0.0,0,,0,0,10.4,6.5,65.0,1019.0,89.0,4.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-19 03:00:00,17.0,17.0,15.0,88.01,0.0,0,,0,0,9.4,8.5,55.0,1018.0,89.0,3.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-19 04:00:00,16.9,16.9,15.5,91.39,0.0,0,,0,0,9.4,2.1,18.0,1017.7,88.6,3.8,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,VVNB",,,,,,,,,
Hanoi,2018-12-19 05:00:00,16.0,16.0,15.0,93.79,0.0,0,,0,0,9.0,7.4,75.0,1018.0,89.0,3.5,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-19 06:00:00,16.0,16.0,15.0,93.79,0.0,0,,0,0,9.4,6.5,85.0,1018.0,89.0,3.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-19 07:00:00,17.2,17.2,15.9,91.96,0.0,0,,0,0,9.0,1.5,17.0,1018.6,93.1,3.7,10.0,0.0,0,,Overcast,cloudy,"48820099999,48823099999,48825099999,48831099999,VVNB",,,,,,,,,
Hanoi,2018-12-19 08:00:00,17.5,17.5,14.0,79.94,0.0,0,,0,0,10.1,5.4,65.0,1019.0,70.0,3.5,125.0,0.5,1,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-19 09:00:00,19.5,19.5,13.5,68.28,0.0,0,,0,0,12.2,5.4,75.0,1019.0,69.0,4.0,299.8,1.1,3,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-19 10:00:00,20.8,20.8,16.6,77.1,0.0,0,,0,0,15.1,4.1,141.0,1019.4,70.2,8.8,435.0,1.6,4,,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,VVNB",,,,,,,,,
Hanoi,2018-12-19 11:00:00,22.5,22.5,15.0,62.57,0.0,0,,0,0,23.0,9.4,130.0,1017.0,27.5,4.0,516.8,1.9,5,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-19 12:00:00,23.5,23.5,15.5,60.82,0.0,0,,0,0,24.8,7.6,150.0,1016.0,27.5,4.5,617.5,2.2,6,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-19 13:00:00,25.1,25.1,15.8,56.26,0.0,0,,0,0,24.8,7.7,140.0,1015.2,15.8,10.0,418.5,1.5,4,,Clear,clear-day,"48820099999,48823099999,48825099999,48831099999,VVNB",,,,,,,,,
Hanoi,2018-12-19 14:00:00,26.0,26.0,16.0,54.08,0.0,0,,0,0,24.1,15.7,170.0,1014.0,25.0,10.0,393.5,1.4,4,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-19 15:00:00,26.0,26.0,16.0,54.08,0.0,0,,0,0,23.4,13.9,155.0,1014.0,37.5,10.0,341.7,1.2,3,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-19 16:00:00,25.9,25.9,16.4,55.96,0.0,0,,0,0,21.2,8.4,141.0,1014.0,16.2,10.1,210.4,0.8,2,,Clear,clear-day,"48820099999,48823099999,48825099999,VVNB",,,,,,,,,
Hanoi,2018-12-19 17:00:00,24.5,24.5,16.0,59.13,0.0,0,,0,0,13.0,10.3,130.0,1014.0,40.0,10.0,80.5,0.3,1,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-19 18:00:00,22.5,22.5,16.0,66.71,0.0,0,,0,0,16.6,7.6,65.0,1015.0,37.5,6.5,2.8,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-19 19:00:00,22.7,22.7,17.0,70.27,0.0,0,,0,0,21.6,7.6,82.0,1015.6,88.6,9.1,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,48831099999,VVNB",,,,,,,,,
Hanoi,2018-12-19 20:00:00,21.0,21.0,15.5,70.81,0.0,0,,0,0,21.2,8.5,80.0,1016.0,89.0,5.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-19 21:00:00,22.0,22.0,16.5,71.0,0.0,0,,0,0,16.9,11.2,120.0,1016.0,89.0,5.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-19 22:00:00,20.6,20.6,17.3,80.9,0.0,0,,0,0,14.0,8.3,140.0,1016.7,8.7,9.0,0.0,0.0,0,,Clear,clear-night,"48820099999,48823099999,48825099999,VVNB",,,,,,,,,
Hanoi,2018-12-19 23:00:00,20.5,20.5,18.5,88.31,0.0,0,,0,0,13.7,9.4,140.0,1016.0,0.0,5.0,0.0,0.0,0,,Clear,clear-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-20 00:00:00,19.5,19.5,18.5,93.95,0.0,0,,0,0,13.3,6.5,105.0,1016.0,0.0,4.0,0.0,0.0,0,,Clear,clear-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-20 01:00:00,19.0,19.0,17.5,90.91,0.0,0,,0,0,11.9,4.7,249.0,1016.2,13.4,8.9,0.0,0.0,0,,Clear,clear-night,"48820099999,48823099999,48825099999,48831099999,VVNB",,,,,,,,,
Hanoi,2018-12-20 02:00:00,20.0,20.0,19.0,93.97,0.0,0,,0,0,7.6,10.3,140.0,1015.0,50.0,5.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-20 03:00:00,20.0,20.0,19.0,93.97,0.0,0,,0,0,5.0,6.5,130.0,1015.0,89.0,4.5,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-20 04:00:00,19.2,19.2,17.2,88.22,0.0,0,,0,0,2.9,1.6,8.0,1015.5,20.6,8.6,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,VVNB",,,,,,,,,
Hanoi,2018-12-20 05:00:00,19.0,19.0,18.5,96.92,0.0,0,,0,0,4.3,7.6,290.0,1016.0,89.0,2.5,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-20 06:00:00,19.5,19.5,19.0,96.93,0.0,0,,0,0,5.0,6.5,250.0,1016.0,89.0,2.5,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-20 07:00:00,19.3,19.3,17.3,88.17,0.0,0,,0,0,6.5,1.7,330.0,1016.5,97.1,3.6,5.8,0.0,0,,Overcast,cloudy,"48820099999,48823099999,48825099999,48831099999,VVNB",,,,,,,,,
Hanoi,2018-12-20 08:00:00,20.0,20.0,18.0,88.27,0.0,0,,0,0,8.3,8.5,220.0,1016.0,89.0,2.5,62.0,0.2,1,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-20 09:00:00,21.5,21.5,17.0,75.56,0.0,0,,0,0,11.5,10.3,215.0,1016.0,89.0,3.5,210.1,0.8,2,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-20 10:00:00,23.1,23.1,17.2,69.49,0.0,0,,0,0,18.7,8.1,190.0,1016.4,73.1,9.3,301.2,1.1,3,,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,VVNB",,,,,,,,,
Hanoi,2018-12-20 11:00:00,25.0,25.0,17.0,61.16,0.0,0,,0,0,25.2,13.9,175.0,1014.0,70.7,8.5,370.5,1.3,4,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-20 12:00:00,25.5,25.5,17.5,61.28,0.0,0,,0,0,25.6,9.4,170.0,1013.0,0.0,9.0,444.4,1.6,4,,Clear,clear-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-20 13:00:00,26.7,27.7,18.5,60.68,0.0,0,,0,0,23.0,13.0,102.0,1011.8,11.9,10.2,350.5,1.3,4,,Clear,clear-day,"48820099999,48823099999,48825099999,48831099999,VVNB",,,,,,,,,
Hanoi,2018-12-20 14:00:00,27.0,28.1,18.5,59.72,0.0,0,,0,0,17.6,7.6,130.0,1010.0,46.1,10.0,417.7,1.5,4,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-20 15:00:00,27.5,28.6,18.5,57.99,0.0,0,,0,0,15.5,10.3,170.0,1010.0,43.6,10.0,307.6,1.1,3,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-20 16:00:00,27.7,29.0,19.0,59.18,0.0,0,,0,0,13.7,7.7,106.0,1010.0,0.0,17.8,223.4,0.8,2,,Clear,clear-day,"48820099999,48823099999,48825099999,VVNB",,,,,,,,,
Hanoi,2018-12-20 17:00:00,26.5,26.5,18.0,59.6,0.0,0,,0,0,8.6,8.5,155.0,1010.0,0.0,9.5,82.2,0.3,1,,Clear,clear-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-20 18:00:00,24.5,24.5,18.0,67.12,0.0,0,,0,0,9.4,7.6,95.0,1011.0,0.0,7.0,2.9,0.0,0,,Clear,clear-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-20 19:00:00,24.7,24.7,19.6,73.34,0.0,0,,0,0,12.2,5.5,87.0,1011.6,16.4,16.6,0.0,0.0,0,,Clear,clear-night,"48820099999,48823099999,48825099999,48831099999,VVNB",,,,,,,,,
Hanoi,2018-12-20 20:00:00,23.5,23.5,20.0,80.75,0.0,0,,0,0,15.8,13.9,105.0,1012.0,89.0,5.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-20 21:00:00,22.5,22.5,19.5,83.17,0.0,0,,0,0,16.9,15.7,100.0,1013.0,40.0,5.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-20 22:00:00,22.0,22.0,20.3,89.86,0.0,0,,0,0,16.9,10.6,104.0,1012.8,8.1,8.6,0.0,0.0,0,,Clear,clear-night,"48820099999,48823099999,48825099999,VVNB",,,,,,,,,
Hanoi,2018-12-20 23:00:00,22.0,22.0,21.0,94.06,0.0,0,,0,0,15.5,11.2,85.0,1013.0,89.0,3.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-21 00:00:00,22.0,22.0,21.0,94.06,0.0,0,,0,0,14.8,13.0,105.0,1012.0,89.0,4.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-21 01:00:00,21.7,21.7,20.1,91.03,0.0,0,,0,0,13.7,2.7,26.0,1012.4,89.8,8.7,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,48831099999,VVNB",,,,,,,,,
Hanoi,2018-12-21 02:00:00,22.0,22.0,21.5,96.99,0.0,0,,0,0,14.0,11.2,115.0,1012.0,89.0,4.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-21 03:00:00,22.0,22.0,21.0,94.06,0.0,0,,0,0,14.0,8.5,135.0,1012.0,89.0,4.5,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-21 04:00:00,21.7,21.7,20.1,90.6,0.0,0,,0,0,12.6,4.2,143.0,1012.5,97.6,4.2,0.0,0.0,0,,Overcast,cloudy,"48820099999,48823099999,48825099999,VVNB",,,,,,,,,
Hanoi,2018-12-21 05:00:00,22.0,22.0,22.0,100.0,0.0,0,,0,0,11.2,5.4,160.0,1013.0,89.0,4.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-21 06:00:00,22.0,22.0,21.5,96.99,0.1,100,rain,0,0,9.4,6.5,195.0,1013.0,89.0,3.0,0.0,0.0,0,,"Rain, Partially cloudy",rain,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-21 07:00:00,21.7,21.7,20.0,90.18,0.0,0,,0,0,7.2,4.0,220.0,1013.9,76.8,3.6,3.7,0.0,0,,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB",,,,,,,,,
Hanoi,2018-12-21 08:00:00,22.0,22.0,21.5,96.99,0.0,0,,0,0,10.1,4.5,300.0,1015.0,57.5,2.0,60.4,0.2,1,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-21 09:00:00,23.5,23.5,21.0,85.88,0.0,0,,0,0,14.8,6.5,245.0,1015.0,50.0,2.0,140.4,0.5,1,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-21 10:00:00,24.4,24.4,19.6,74.62,0.0,0,,0,0,18.7,7.3,263.0,1015.3,58.4,8.5,292.5,1.1,3,,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,VVNB",,,,,,,,,
Hanoi,2018-12-21 11:00:00,25.5,25.5,19.5,69.45,0.0,0,,0,0,18.4,6.5,205.0,1014.0,70.0,3.5,286.0,1.0,3,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-21 12:00:00,27.5,28.9,19.5,61.73,0.1,100,rain,0,0,16.9,5.4,160.0,1012.0,89.0,4.5,391.5,1.4,4,,"Rain, Partially cloudy",rain,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-21 13:00:00,27.0,28.2,18.9,61.22,0.0,0,,0,0,15.8,7.2,116.0,1011.7,78.1,9.3,318.9,1.1,3,,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB",,,,,,,,,
Hanoi,2018-12-21 14:00:00,27.0,28.2,19.0,61.61,0.0,0,,0,0,10.4,7.4,180.0,1010.0,50.0,5.5,294.6,1.1,3,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-21 15:00:00,27.0,28.2,19.0,61.61,0.0,0,,0,0,11.5,7.6,155.0,1010.0,0.0,5.5,306.2,1.1,3,,Clear,clear-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-21 16:00:00,27.4,28.7,19.2,60.83,0.0,0,,0,0,13.0,7.9,161.0,1010.4,3.4,9.3,171.7,0.6,2,,Clear,clear-day,"48820099999,48823099999,48825099999,VVNB",,,,,,,,,
Hanoi,2018-12-21 17:00:00,26.0,26.0,19.0,65.36,0.0,0,,0,0,12.6,8.5,175.0,1011.0,0.0,5.0,100.1,0.4,1,,Clear,clear-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-21 18:00:00,26.0,26.0,18.5,63.35,0.0,0,,0,0,11.2,5.4,130.0,1011.0,0.0,6.5,3.3,0.0,0,,Clear,clear-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-21 19:00:00,24.7,24.7,20.2,76.11,0.0,0,,0,0,13.0,10.6,141.0,1012.3,6.0,9.2,0.0,0.0,0,,Clear,clear-night,"48820099999,48823099999,48825099999,48831099999,VVNB",,,,,,,,,
Hanoi,2018-12-21 20:00:00,25.0,25.0,20.0,73.8,0.0,0,,0,0,14.8,12.1,155.0,1013.0,50.0,9.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-21 21:00:00,24.0,24.0,20.0,78.35,0.0,0,,0,0,16.6,14.8,155.0,1013.0,50.0,9.5,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-21 22:00:00,23.6,23.6,20.9,84.7,0.0,0,,0,0,17.6,11.2,142.0,1013.9,57.8,9.8,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,VVNB",,,,,,,,,
Hanoi,2018-12-21 23:00:00,24.0,24.0,21.0,83.34,0.0,0,,0,0,16.6,13.9,140.0,1014.0,50.0,7.5,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-12-22 00:00:00,24.0,24.0,21.0,83.34,0.0,0,,0,0,15.5,16.6,135.0,1014.0,50.0,7.5,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB",,,,,,,,,
