name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations,tempmax,tempmin,feelslikemax,feelslikemin,precipcover,sunrise,sunset,moonphase,description
Hanoi,2018-09-04 00:00:00,25.5,25.5,25.5,100.0,0.0,0,,0,0,6.8,3.6,349.5,1006.0,37.5,9.5,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-04 01:00:00,25.4,25.4,24.5,94.97,0.0,0,,0,0,7.2,3.8,283.0,1006.3,73.3,10.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,48831099999,VVNB",,,,,,,,,
Hanoi,2018-09-04 02:00:00,25.5,25.5,25.5,100.0,0.0,0,,0,0,8.3,2.7,330.0,1006.0,89.0,9.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-04 03:00:00,26.0,26.0,26.0,100.0,0.0,0,,0,0,10.1,0.0,0.0,1006.0,89.0,10.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-04 04:00:00,25.6,25.6,24.3,92.46,0.0,0,,0,0,10.8,0.7,360.0,1005.8,82.2,10.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,VVNB",,,,,,,,,
Hanoi,2018-09-04 05:00:00,25.5,25.5,25.5,100.0,0.0,0,,0,0,9.4,1.8,40.0,1006.0,59.0,8.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-04 06:00:00,26.0,26.0,26.0,100.0,0.0,0,,0,0,9.7,3.6,335.0,1007.0,89.0,5.5,1.2,0.0,0,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-04 07:00:00,25.8,25.8,24.8,94.18,0.0,0,,0,0,10.8,0.5,359.0,1007.0,51.6,9.8,22.0,0.1,0,,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB",,,,,,,,,
Hanoi,2018-09-04 08:00:00,28.0,34.0,26.5,91.58,0.3,100,rain,0,0,13.0,4.5,40.0,1008.0,89.0,9.0,115.7,0.4,1,,"Rain, Partially cloudy",rain,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-04 09:00:00,29.5,37.2,26.5,83.95,0.2,100,rain,0,0,14.8,5.4,10.0,1008.0,89.0,10.0,338.7,1.2,3,,"Rain, Partially cloudy",rain,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-04 10:00:00,29.1,34.5,24.8,77.38,0.0,0,,0,0,13.7,10.1,244.0,1007.4,81.0,10.0,433.4,1.6,4,,Partially cloudy,partly-cloudy-day,"48823099999,48825099999,VVNB",,,,,,,,,
Hanoi,2018-09-04 11:00:00,30.5,35.3,23.5,66.28,0.1,100,rain,0,0,14.4,3.6,3.2,1007.0,50.0,10.0,728.2,2.6,7,,"Rain, Partially cloudy",rain,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-04 12:00:00,31.5,37.2,24.0,64.52,0.1,100,rain,0,0,15.1,4.5,310.0,1006.0,50.0,10.0,735.5,2.6,7,,"Rain, Partially cloudy",rain,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-04 13:00:00,32.5,39.0,24.3,62.14,0.0,0,,0,0,15.5,9.8,120.0,1005.3,73.0,10.3,802.1,2.9,8,,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB",,,,,,,,,
Hanoi,2018-09-04 14:00:00,32.0,37.9,24.0,62.71,0.1,100,rain,0,0,17.3,4.5,20.0,1004.0,50.0,10.0,760.6,2.7,8,,"Rain, Partially cloudy",rain,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-04 15:00:00,32.5,38.6,24.0,60.97,0.1,100,rain,0,0,17.3,6.5,70.0,1003.0,50.0,10.0,660.1,2.4,7,,"Rain, Partially cloudy",rain,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-04 16:00:00,33.0,39.9,24.4,60.76,0.0,0,,0,0,16.9,4.5,127.0,1003.3,75.6,10.1,445.1,1.6,4,,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,VVNB",,,,,,,,,
Hanoi,2018-09-04 17:00:00,32.5,39.2,24.5,62.82,0.4,100,rain,0,0,15.8,5.4,95.0,1003.0,27.5,10.0,262.6,0.9,3,,"Rain, Partially cloudy",rain,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-04 18:00:00,31.0,36.5,24.0,66.38,0.2,100,rain,0,0,13.7,9.4,125.0,1003.0,25.0,10.0,71.2,0.3,1,,"Rain, Partially cloudy",rain,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-04 19:00:00,30.6,37.3,25.1,72.29,0.0,0,,0,0,11.9,4.7,145.0,1004.2,51.1,10.0,0.5,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,48831099999,VVNB",,,,,,,,,
Hanoi,2018-09-04 20:00:00,30.0,35.6,24.5,72.43,0.0,0,,0,0,13.0,8.5,145.0,1005.0,16.6,9.5,0.0,0.0,0,,Clear,clear-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-04 21:00:00,29.5,36.0,25.5,79.13,0.0,0,,0,0,12.2,12.1,145.0,1006.0,0.0,8.0,0.0,0.0,0,,Clear,clear-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-04 22:00:00,28.3,34.4,26.1,87.74,0.0,0,,0,0,11.5,4.8,143.0,1006.1,35.8,9.4,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,VVNB",,,,,,,,,
Hanoi,2018-09-04 23:00:00,28.5,37.0,28.0,97.13,0.0,0,,0,0,11.2,6.5,130.0,1006.0,0.0,6.5,0.0,0.0,0,,Clear,clear-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-05 00:00:00,28.0,35.6,28.0,100.0,0.0,0,,0,0,12.2,9.4,120.0,1005.0,0.0,6.5,0.0,0.0,0,,Clear,clear-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-05 01:00:00,27.5,32.4,26.0,91.29,0.0,0,,0,0,12.6,7.2,129.0,1005.2,34.8,8.9,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,48831099999,VVNB",,,,,,,,,
Hanoi,2018-09-05 02:00:00,27.0,31.8,27.0,100.0,0.0,0,,0,0,11.5,9.4,80.0,1005.0,0.0,4.0,0.0,0.0,0,,Clear,clear-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-05 03:00:00,27.0,31.8,27.0,100.0,0.0,0,,0,0,10.1,9.4,80.0,1004.0,0.0,5.0,0.0,0.0,0,,Clear,clear-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-05 04:00:00,27.1,31.4,25.9,93.33,0.0,0,,0,0,6.8,7.3,57.0,1004.6,75.2,8.9,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,VVNB",,,,,,,,,
Hanoi,2018-09-05 05:00:00,27.0,31.8,27.0,100.0,0.0,0,,0,0,5.4,6.5,75.0,1005.0,37.5,3.5,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-05 06:00:00,27.0,31.8,27.0,100.0,0.0,0,,0,0,5.0,8.5,65.0,1006.0,50.0,3.0,2.2,0.0,0,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-05 07:00:00,27.4,31.9,25.8,91.18,0.0,0,,0,0,10.8,7.4,57.0,1006.0,35.2,9.0,95.9,0.3,1,,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB",,,,,,,,,
Hanoi,2018-09-05 08:00:00,29.5,39.3,28.0,91.67,0.0,0,,0,0,13.3,7.6,80.0,1006.0,70.0,6.5,303.8,1.1,3,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-05 09:00:00,30.5,38.3,26.0,76.95,0.0,0,,0,0,15.5,4.5,110.0,1006.0,89.0,9.0,486.5,1.8,5,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-05 10:00:00,31.0,38.2,25.3,71.5,0.0,0,,0,0,18.4,6.6,141.0,1007.4,81.9,10.1,665.7,2.4,7,,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,VVNB",,,,,,,,,
Hanoi,2018-09-05 11:00:00,32.0,39.2,25.0,66.58,0.0,0,,0,0,21.2,5.4,40.0,1005.0,89.0,10.0,767.1,2.8,8,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-05 12:00:00,32.5,39.2,24.5,62.82,0.0,0,,0,0,22.0,6.5,110.0,1004.0,69.0,10.0,763.9,2.8,8,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-05 13:00:00,34.1,40.1,23.5,54.23,0.0,0,,0,0,21.6,1.3,348.0,1003.6,73.2,10.3,689.7,2.5,7,,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB",,,,,,,,,
Hanoi,2018-09-05 14:00:00,34.0,42.0,25.0,59.5,0.0,0,,0,0,16.2,4.5,280.5,1002.0,30.0,10.0,744.3,2.7,7,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-05 15:00:00,34.0,42.7,25.5,61.3,0.0,0,,0,0,14.4,9.2,55.0,1002.0,27.5,10.0,650.1,2.3,7,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-05 16:00:00,35.2,41.9,23.8,51.92,0.0,0,,0,0,11.9,1.7,17.0,1001.4,44.9,17.8,461.8,1.7,5,,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,VVNB",,,,,,,,,
Hanoi,2018-09-05 17:00:00,33.5,41.3,25.0,61.19,0.0,0,,0,0,11.2,7.6,75.0,1001.0,83.0,10.0,265.2,1.0,3,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-05 18:00:00,32.0,39.2,25.0,66.58,0.0,0,,0,0,10.1,7.6,70.0,1002.0,83.6,10.0,77.1,0.3,1,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-05 19:00:00,31.8,38.7,24.8,66.47,0.0,0,,0,0,13.0,1.5,19.0,1002.7,11.0,9.9,0.4,0.0,0,,Clear,clear-night,"48820099999,48823099999,48825099999,48831099999,VVNB",,,,,,,,,
Hanoi,2018-09-05 20:00:00,31.5,38.5,25.0,68.5,0.0,0,,0,0,15.8,11.2,120.0,1004.0,0.0,9.0,0.0,0.0,0,,Clear,clear-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-05 21:00:00,31.0,39.1,26.0,74.79,0.0,0,,0,0,16.9,13.0,135.0,1004.0,0.0,9.0,0.0,0.0,0,,Clear,clear-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-05 22:00:00,30.3,40.9,27.9,87.38,0.0,0,,0,0,16.9,13.5,149.0,1004.7,1.4,9.9,0.0,0.0,0,,Clear,clear-night,"48820099999,48823099999,48825099999,VVNB",,,,,,,,,
Hanoi,2018-09-05 23:00:00,29.5,41.0,29.0,97.15,0.0,0,,0,0,15.8,12.1,120.0,1005.0,100.0,10.0,0.0,0.0,0,,Overcast,cloudy,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-06 00:00:00,29.0,39.7,29.0,100.0,0.0,0,,0,0,13.7,12.1,115.0,1004.0,0.0,9.5,0.0,0.0,0,,Clear,clear-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-06 01:00:00,29.3,38.3,27.7,91.21,0.0,0,,0,0,13.0,8.0,94.0,1004.1,15.3,9.6,0.0,0.0,0,,Clear,clear-night,"48820099999,48823099999,48825099999,48831099999,VVNB",,,,,,,,,
Hanoi,2018-09-06 02:00:00,28.5,37.6,28.5,100.0,0.0,0,,0,0,13.7,11.2,100.0,1003.0,27.5,10.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-06 03:00:00,28.0,35.6,28.0,100.0,0.0,0,,0,0,13.0,9.4,85.0,1003.0,12.5,8.5,0.0,0.0,0,,Clear,clear-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-06 04:00:00,28.5,35.9,27.1,92.14,0.0,0,,0,0,11.9,7.4,89.0,1003.1,70.4,9.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,VVNB",,,,,,,,,
Hanoi,2018-09-06 05:00:00,27.5,33.7,27.5,100.0,0.0,0,,0,0,8.3,9.4,75.0,1003.0,0.0,4.0,0.0,0.0,0,,Clear,clear-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-06 06:00:00,27.5,33.7,27.5,100.0,0.0,0,,0,0,6.8,9.4,65.0,1004.0,0.0,4.0,2.5,0.0,0,,Clear,clear-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-06 07:00:00,29.1,37.8,27.5,91.21,0.0,0,,0,0,9.7,10.2,85.0,1004.9,30.0,17.1,86.8,0.3,1,,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB",,,,,,,,,
Hanoi,2018-09-06 08:00:00,30.0,42.2,29.0,94.4,0.0,0,,0,0,12.2,6.5,65.0,1006.0,70.0,7.5,282.6,1.0,3,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-06 09:00:00,31.5,44.3,28.5,84.17,0.0,0,,0,0,13.7,7.6,70.0,1005.0,89.0,10.0,398.3,1.4,4,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-06 10:00:00,32.5,42.0,26.4,70.48,0.0,0,,0,0,17.6,7.6,150.0,1005.4,89.6,17.8,645.8,2.3,6,,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,VVNB",,,,,,,,,
Hanoi,2018-09-06 11:00:00,34.0,44.4,26.5,65.04,0.0,0,,0,0,18.7,8.5,70.0,1004.0,89.0,10.0,795.1,2.9,8,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-06 12:00:00,34.0,43.5,26.0,63.14,0.0,0,,0,0,18.4,8.5,75.0,1004.0,69.0,10.0,896.7,3.2,9,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-06 13:00:00,34.4,43.6,25.8,60.97,0.0,0,,0,0,17.6,7.3,55.0,1003.3,80.6,10.3,861.8,3.1,9,,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB",,,,,,,,,
Hanoi,2018-09-06 14:00:00,34.5,45.1,26.5,63.25,0.0,0,,0,0,14.0,7.6,90.0,1002.0,50.0,10.0,712.3,2.6,7,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-06 15:00:00,34.5,44.2,26.0,61.41,0.0,0,,0,0,11.5,11.2,120.0,1001.0,69.0,10.0,592.1,2.1,6,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-06 16:00:00,34.0,45.0,26.8,66.14,0.0,0,,0,0,14.0,8.1,97.0,1001.3,76.5,10.1,410.2,1.5,4,,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,VVNB",,,,,,,,,
Hanoi,2018-09-06 17:00:00,34.0,43.5,26.0,63.14,0.1,100,rain,0,0,16.2,11.2,145.0,1001.0,27.5,10.0,207.6,0.7,2,,"Rain, Partially cloudy",rain,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-06 18:00:00,33.0,42.1,26.0,66.78,0.0,0,,0,0,12.6,13.9,130.0,1002.0,27.5,10.0,63.4,0.2,1,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-06 19:00:00,32.0,43.1,27.4,76.75,0.0,0,,0,0,8.3,11.9,100.0,1002.6,77.8,10.1,0.2,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,48831099999,VVNB",,,,,,,,,
Hanoi,2018-09-06 20:00:00,31.0,40.6,27.0,79.33,0.0,0,,0,0,8.3,14.8,125.0,1004.0,99.8,10.0,0.0,0.0,0,,Overcast,cloudy,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-06 21:00:00,30.5,41.4,28.0,86.55,0.3,100,rain,0,0,8.6,16.6,130.0,1005.0,100.0,10.0,0.0,0.0,0,,"Rain, Overcast",rain,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-06 22:00:00,30.0,40.2,27.8,88.01,0.0,0,,0,0,9.0,8.6,98.0,1005.4,40.2,10.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,VVNB",,,,,,,,,
Hanoi,2018-09-06 23:00:00,29.0,39.7,29.0,100.0,0.2,100,rain,0,0,7.6,13.0,120.0,1005.0,0.0,8.5,0.0,0.0,0,,Rain,rain,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-07 00:00:00,29.0,39.7,29.0,100.0,0.6,100,rain,0,0,7.9,12.1,120.0,1005.0,12.5,8.0,0.0,0.0,0,,Rain,rain,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-07 01:00:00,29.0,37.8,27.7,92.5,0.0,0,,0,0,7.2,8.0,99.0,1005.1,35.2,9.6,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,48831099999,VVNB",,,,,,,,,
Hanoi,2018-09-07 02:00:00,28.0,35.6,28.0,100.0,0.0,0,,0,0,12.2,11.2,100.0,1004.0,0.0,7.5,0.0,0.0,0,,Clear,clear-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-07 03:00:00,28.0,35.6,28.0,100.0,0.0,0,,0,0,11.5,9.4,95.0,1004.0,27.5,6.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-07 04:00:00,28.4,35.7,27.1,92.55,0.0,0,,0,0,9.4,2.1,22.0,1004.2,44.9,9.7,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,VVNB",,,,,,,,,
Hanoi,2018-09-07 05:00:00,28.0,35.6,28.0,100.0,0.0,0,,0,0,9.4,11.2,85.0,1005.0,27.5,6.5,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-07 06:00:00,28.0,35.6,28.0,100.0,0.8,100,rain,0,0,12.2,8.5,75.0,1006.0,50.0,5.5,2.0,0.0,0,,"Rain, Partially cloudy",rain,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-07 07:00:00,28.7,36.9,27.5,92.88,0.0,0,,0,0,16.6,7.8,87.0,1006.5,62.4,9.3,46.8,0.2,0,,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB",,,,,,,,,
Hanoi,2018-09-07 08:00:00,30.5,43.3,29.0,91.73,2.5,100,rain,0,0,20.2,10.3,85.0,1007.0,89.0,10.0,93.0,0.3,1,,"Rain, Partially cloudy",rain,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-07 09:00:00,31.5,40.7,26.5,74.87,1.5,100,rain,0,0,23.0,8.5,95.0,1008.0,89.0,10.0,194.1,0.7,2,,"Rain, Partially cloudy",rain,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-07 10:00:00,32.0,39.3,25.0,66.47,0.0,0,,0,0,24.8,7.2,101.0,1007.5,62.2,10.1,252.2,0.9,3,,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,VVNB",,,,,,,,,
Hanoi,2018-09-07 11:00:00,32.5,40.6,25.5,66.68,1.0,100,rain,0,0,28.1,7.4,80.0,1007.0,50.0,10.0,366.5,1.3,4,,"Rain, Partially cloudy",rain,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-07 12:00:00,34.0,43.5,26.0,63.14,0.6,100,rain,0,0,29.5,6.5,100.0,1006.0,50.0,10.0,451.3,1.6,5,,"Rain, Partially cloudy",rain,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-07 13:00:00,33.8,41.2,24.6,58.83,0.0,0,,0,0,28.4,4.0,319.0,1005.2,80.8,10.3,456.9,1.6,5,,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB",,,,,,,,,
Hanoi,2018-09-07 14:00:00,32.5,40.6,25.5,66.68,0.0,0,,0,0,20.9,26.8,315.0,1004.0,70.0,10.0,489.5,1.8,5,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-07 15:00:00,30.0,35.1,24.0,70.29,0.0,0,,0,0,21.6,14.8,345.0,1004.0,89.0,10.0,359.8,1.3,4,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-07 16:00:00,28.6,34.9,26.0,85.73,0.0,0,,0,0,25.9,7.2,338.0,1003.9,97.3,10.1,155.6,0.6,2,,Overcast,cloudy,"48820099999,48823099999,48825099999,VVNB",,,,,,,,,
Hanoi,2018-09-07 17:00:00,29.0,34.0,24.5,76.73,0.0,0,,0,0,25.6,10.3,350.0,1005.0,44.0,9.5,111.1,0.4,1,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-07 18:00:00,28.0,31.6,23.5,76.58,0.0,0,,0,0,19.4,7.6,350.0,1005.0,89.0,10.0,36.7,0.1,0,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-07 19:00:00,28.7,33.2,24.1,76.06,0.0,0,,0,0,14.0,7.2,295.0,1006.3,97.2,10.1,0.1,0.0,0,,Overcast,cloudy,"48820099999,48823099999,48825099999,48831099999,VVNB",,,,,,,,,
Hanoi,2018-09-07 20:00:00,29.0,32.7,23.0,70.11,0.1,100,rain,0,0,14.8,7.4,20.0,1008.0,100.0,10.0,0.0,0.0,0,,"Rain, Overcast",rain,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-07 21:00:00,28.5,32.8,24.0,76.66,0.2,100,rain,0,0,17.6,9.4,30.0,1010.0,50.0,10.0,0.0,0.0,0,,"Rain, Partially cloudy",rain,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-07 22:00:00,28.8,31.8,22.1,67.14,0.0,0,,0,0,17.6,10.6,335.0,1009.8,81.7,10.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,VVNB",,,,,,,,,
Hanoi,2018-09-07 23:00:00,28.0,30.1,21.0,65.77,0.3,100,rain,0,0,13.0,14.8,15.0,1009.0,25.0,10.0,0.0,0.0,0,,"Rain, Partially cloudy",rain,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-08 00:00:00,28.0,29.7,20.0,61.84,0.0,0,,0,0,19.1,10.3,10.0,1009.0,100.0,10.0,0.0,0.0,0,,Overcast,cloudy,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-08 01:00:00,28.0,30.1,20.8,64.88,0.0,0,,0,0,16.9,8.7,2.0,1009.0,90.0,10.1,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,48831099999,VVNB",,,,,,,,,
Hanoi,2018-09-08 02:00:00,27.5,29.1,20.0,63.67,0.0,0,,0,0,16.2,13.9,360.0,1009.0,100.0,10.0,0.0,0.0,0,,Overcast,cloudy,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-08 03:00:00,27.0,28.2,19.0,61.61,0.0,0,,0,0,18.0,13.9,360.0,1008.0,100.0,10.0,0.0,0.0,0,,Overcast,cloudy,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-08 04:00:00,27.0,28.4,19.7,64.2,0.0,0,,0,0,18.0,8.6,1.0,1008.3,80.3,10.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,VVNB",,,,,,,,,
Hanoi,2018-09-08 05:00:00,27.0,28.2,19.0,61.61,0.0,0,,0,0,19.4,13.9,360.0,1009.0,100.0,10.0,0.0,0.0,0,,Overcast,cloudy,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-08 06:00:00,27.0,28.2,19.0,61.61,0.0,0,,0,0,21.6,8.3,360.0,1009.0,100.0,10.0,1.0,0.0,0,,Overcast,cloudy,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-08 07:00:00,27.4,29.0,20.1,64.35,0.0,0,,0,0,25.2,7.7,360.0,1009.7,99.6,10.6,41.5,0.1,0,,Overcast,cloudy,"48820099999,48823099999,48825099999,48831099999,VVNB",,,,,,,,,
Hanoi,2018-09-08 08:00:00,27.0,28.5,20.0,65.56,0.0,0,,0,0,27.0,10.3,355.0,1011.0,99.6,10.0,121.9,0.4,1,,Overcast,cloudy,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-08 09:00:00,27.0,28.5,20.0,65.56,0.0,0,,0,0,27.0,11.2,360.0,1011.0,99.8,10.0,274.5,1.0,3,,Overcast,cloudy,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-08 10:00:00,28.2,29.8,19.9,60.5,0.0,0,,0,0,27.4,10.9,328.0,1011.6,90.2,10.0,446.2,1.6,4,,Overcast,cloudy,"48820099999,48823099999,48825099999,VVNB",,,,,,,,,
Hanoi,2018-09-08 11:00:00,29.5,31.6,20.5,58.46,0.0,0,,0,0,25.9,14.8,10.0,1011.0,100.0,10.0,354.6,1.3,4,,Overcast,cloudy,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-08 12:00:00,29.0,30.8,20.0,58.35,0.0,0,,0,0,24.1,11.2,5.0,1011.0,100.0,10.0,343.4,1.2,3,,Overcast,cloudy,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-08 13:00:00,30.2,32.0,19.8,53.93,0.0,0,,0,0,29.5,10.8,288.0,1010.1,90.2,10.6,453.5,1.6,5,,Overcast,cloudy,"48820099999,48823099999,48825099999,48831099999,VVNB",,,,,,,,,
Hanoi,2018-09-08 14:00:00,29.5,32.0,21.0,60.29,0.0,0,,0,0,21.2,13.0,340.0,1009.0,100.0,10.0,355.6,1.3,4,,Overcast,cloudy,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-08 15:00:00,29.0,31.4,21.0,62.06,0.0,0,,0,0,25.6,12.1,350.0,1009.0,89.0,10.0,289.6,1.0,3,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB",,,,,,,,,
Hanoi,2018-09-08 16:00:00,29.5,31.7,20.7,59.14,0.0,0,,0,0,20.5,10.1,335.0,1009.1,90.2,10.0,366.8,1.3,4,,Overcast,cloudy,"48820099999,48823099999,48825099999,VVNB",,,,,,,,,
Hanoi,2018-09-08 17:00:00,28.5,30.7,21.0,63.89,0.0,0,,0,0,19.1,5.4,5.0,1009.0,99.2,10.0,154.6,0.6,2,,Overcast,cloudy,"48820099999,VVNB",,,,,,,,,
