name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Hanoi,2016-07-14 00:00:00,28.0,33.6,26.0,88.92,,0,,,,,11.2,90.0,1003.0,50.0,7.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
Hanoi,2016-07-14 01:00:00,27.7,32.9,26.1,91.4,0.393,100,rain,,,,6.4,92.0,1002.3,96.6,9.5,0.0,0.0,0,,"Rain, Overcast",rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2016-07-14 02:00:00,27.0,31.2,26.0,94.27,,0,,,,,9.4,110.0,1002.0,89.0,6.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
Hanoi,2016-07-14 03:00:00,27.0,31.2,26.0,94.27,,0,,,,,7.6,80.0,1002.0,89.0,8.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
Hanoi,2016-07-14 04:00:00,26.0,26.0,25.4,96.39,0.0,0,,,,,5.6,117.0,1001.6,89.6,9.4,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,VVNB"
Hanoi,2016-07-14 05:00:00,26.0,26.0,24.0,88.76,,0,,,,,13.0,120.0,1002.0,89.0,10.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
Hanoi,2016-07-14 06:00:00,26.0,26.0,25.0,94.23,,0,,,,,7.6,60.0,1002.0,50.0,10.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2016-07-14 07:00:00,26.5,26.5,24.8,90.05,28.1,100,rain,0.0,0.0,15.1,8.7,66.0,1003.1,97.4,10.1,49.3,0.2,0,,"Rain, Overcast",rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2016-07-14 08:00:00,27.0,31.2,26.0,94.27,0.0,0,,0.0,0.0,16.6,11.2,70.0,1004.0,89.0,9.0,117.2,0.4,1,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2016-07-14 09:00:00,28.0,33.6,26.0,88.92,0.0,0,,0.0,0.0,19.1,11.2,50.0,1004.0,89.0,5.0,256.3,0.9,3,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2016-07-14 10:00:00,29.7,38.3,27.0,85.83,0.0,0,,0.0,0.0,19.1,8.1,82.0,1003.7,89.9,9.5,405.5,1.5,4,,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,VVNB"
