name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Hanoi,2017-03-18 00:00:00,21.0,21.0,21.0,100.0,0.0,0,,0,0,23.8,4.5,80.0,1013.0,70.0,2.5,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
Hanoi,2017-03-18 01:00:00,21.1,21.1,20.6,97.13,0.493,100,rain,0,0,23.4,0.8,21.0,1013.1,93.6,3.9,0.0,0.0,0,,"Rain, Overcast",rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2017-03-18 02:00:00,21.0,21.0,21.0,100.0,0.0,0,,0,0,15.8,3.6,70.0,1013.0,70.0,2.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
Hanoi,2017-03-18 03:00:00,21.0,21.0,21.0,100.0,0.0,0,,0,0,16.2,3.6,70.0,1012.0,70.0,2.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
Hanoi,2017-03-18 04:00:00,21.0,21.0,20.5,96.71,0.0,0,,0,0,18.0,1.4,23.0,1012.1,93.5,8.3,0.0,0.0,0,,Overcast,cloudy,"48820099999,48823099999,48825099999,VVNB"
Hanoi,2017-03-18 05:00:00,21.0,21.0,21.0,100.0,0.0,0,,0,0,19.8,8.5,100.0,1012.0,89.0,2.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
Hanoi,2017-03-18 06:00:00,21.0,21.0,21.0,100.0,0.0,0,,0,0,20.5,6.5,105.0,1013.0,70.0,2.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
Hanoi,2017-03-18 07:00:00,21.2,21.2,20.8,97.63,0.0,0,,0,0,20.2,4.2,147.0,1013.6,93.6,3.4,6.9,0.0,0,,Overcast,cloudy,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2017-03-18 08:00:00,22.0,22.0,22.0,100.0,0.0,0,,0,0,20.2,6.5,100.0,1015.0,70.0,1.0,66.5,0.2,1,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2017-03-18 09:00:00,22.0,22.0,22.0,100.0,0.0,0,,0,0,21.6,8.5,125.0,1015.0,70.0,1.0,94.1,0.3,1,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2017-03-18 10:00:00,21.9,21.9,21.8,99.39,0.0,0,,0,0,21.2,1.5,25.0,1015.2,93.5,3.4,114.5,0.4,1,,Overcast,cloudy,"48820099999,48823099999,48825099999,VVNB"
Hanoi,2017-03-18 11:00:00,23.5,23.5,23.5,100.0,0.0,0,,0,0,16.2,9.4,105.0,1015.0,70.0,2.0,187.7,0.7,2,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2017-03-18 12:00:00,25.5,25.5,25.0,97.07,0.0,0,,0,0,25.6,18.5,145.0,1013.0,70.0,4.5,383.5,1.4,4,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2017-03-18 13:00:00,25.5,25.5,22.9,85.95,0.003,100,rain,0,0,26.3,9.8,140.0,1012.7,83.4,9.8,280.4,1.0,3,,"Rain, Partially cloudy",rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2017-03-18 14:00:00,27.0,30.6,25.0,88.84,0.0,0,,0,0,18.7,18.4,145.0,1011.0,57.5,8.0,299.3,1.1,3,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2017-03-18 15:00:00,27.0,30.6,25.0,88.84,0.0,0,,0,0,22.7,18.5,120.0,1010.0,57.5,5.5,277.8,1.0,3,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2017-03-18 16:00:00,25.7,25.7,24.0,90.58,0.0,0,,0,0,27.7,13.1,112.0,1010.2,93.5,9.5,163.1,0.6,2,,Overcast,cloudy,"48820099999,48823099999,48825099999,VVNB"
Hanoi,2017-03-18 17:00:00,25.0,25.0,25.0,100.0,0.0,0,,0,0,27.4,17.5,110.0,1011.0,70.0,8.5,77.9,0.3,1,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2017-03-18 18:00:00,24.0,24.0,24.0,100.0,0.0,0,,0,0,20.5,16.6,110.0,1011.0,70.0,4.0,18.5,0.1,0,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2017-03-18 19:00:00,24.0,24.0,23.1,94.54,0.311,100,rain,0,0,20.5,3.0,25.0,1011.6,93.6,8.7,0.0,0.0,0,,"Rain, Overcast",rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2017-03-18 20:00:00,24.0,24.0,24.0,100.0,0.0,0,,0,0,19.1,11.2,110.0,1013.0,70.0,5.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
Hanoi,2017-03-18 21:00:00,24.0,24.0,24.0,100.0,0.0,0,,0,0,18.0,12.1,110.0,1013.0,70.0,4.5,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
Hanoi,2017-03-18 22:00:00,23.1,23.1,22.1,94.07,0.0,0,,0,0,18.7,5.0,129.0,1013.4,83.0,8.8,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,VVNB"
Hanoi,2017-03-18 23:00:00,23.0,23.0,23.0,100.0,0.0,0,,0,0,18.7,11.2,80.0,1013.0,70.0,3.5,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
Hanoi,2017-03-19 00:00:00,23.0,23.0,23.0,100.0,0.0,0,,0,0,18.0,8.5,65.0,1013.0,70.0,4.5,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
Hanoi,2017-03-19 01:00:00,22.1,22.1,21.6,97.18,0.413,100,rain,0,0,18.0,6.8,125.0,1013.0,93.6,8.5,0.0,0.0,0,,"Rain, Overcast",rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2017-03-19 02:00:00,22.0,22.0,22.0,100.0,0.0,0,,0,0,19.4,8.5,60.0,1012.0,70.0,3.5,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
